paper_index,authors,title
7FEACD86,xiaofang zhou + kai xu + xuemin lin,Direct mesh: a multiresolution approach to terrain visualization
793B5AD4,le gruenwald + leonard n brown,Tree-Based Indexes for Image Data
761ED006,avraham leff + joel l wolf + philip s yu,Replication algorithms in a remote caching architecture
793B5AD1,cheeyong chan + pinkwang eng + kianlee tan,Stratified computation of skylines with partially-ordered domains
77939B2D,amos korman + nir a katz + michal katz + david peleg,Labeling Schemes for Flow and Connectivity
5CE2C6E0,william r pearson,Rapid and sensitive sequence comparison with FASTP and FASTA.
809250D0,mukund raghavachari + deepak goyal + philippe charles + charles barton + marcus fontoura + vanja josifovski,Streaming XPath processing with forward and backward axes
80E791F0,simone manganelli + robert f engle,Value at Risk Models in Finance
7E40C20B,chilukuri k mohan + hamid pirahesh + bruce lindsay + honguk woo + jeffrey f naughton + qiong luo + sailesh krishnamurthy,Middle-tier database caching for e-business
8074B254,michael morse + jignesh m patel + william i grosky,Efficient continuous skyline computation
7CFD5D0F,lappoon r tang + raymond j mooney,Using Multiple Clause Constructors in Inductive Logic Programming for Semantic Parsing
76C029F1,david maier + yehoshua sagiv + alberto mendelzon,Testing implications of data dependencies
77AACD63,sunita sarawagi + nick koudas + divesh srivastava,Record linkage: similarity measures and algorithms
6D219760,r n williams,An extremely fast Ziv-Lempel data compression algorithm
81ED1832,c mohan + bruce lindsay + peter schwarz + hamid pirahesh + donald j haderle,ARIES: a transaction recovery method supporting fine-granularity locking and partial rollbacks using write-ahead logging
05509B42,timothy w van der horst + kent e seamons + tore sundelin + charles d knutson,MOBILE TRUST NEGOTIATION Authentication and Authorization in Dynamic Mobile Networks
5DD9DEE3,bin wu + ajay d kshemkalyani,Objective-greedy algorithms for long-term Web prefetching
787337D8,christina leslie + william stafford noble + eleazar eskin,The Spectrum Kernel: A String Kernel for SVM Protein Classification
0B20D50A,evaggelia pitoura + kostas stefanidis + panos vassiliadis,On Supporting Context-Aware Preferences in Relational Database Systems
80937D2D,s holland + werner kiesling,Situated Preferences and Preference Repositories for Personalized Database Applications
78ED9704,hongru lee + jyhshing roger jang,Hierarchical filtering method for content-based music retrieval via acoustic input
7DCE86B4,pedro domingos + alon halevy + yoonkyong lee + anhai doan + robin dhamankar,iMAP: discovering complex semantic matches between database schemas
0A4AD675,yannis papakonstantinou + vagelis hristidis + andrey balmin,Authority-based keyword queries in databases using objectrank
751EF436,thomas j mccabe,A Complexity Measure
NE36012,weblink,t. walter
NE36014,"m, zukowski; p.a. boncz; m.l,; kersten",cooperative scans
NE36015,e. grochowski; r.d. halem,technological impact of magenetic hard disk drives on storage systems
NE36016,winter corporation,"peak, workload, dw"
NE36017,n/a,weblink
NE36019,"chan. k.p, and fu, a.w-c, efficient time series matching by wavelets",proceedings of icde
5C2C7F8D,hansarno jacobsen + joao pereira + francoise fabret + francois llirbat + kenneth a ross + dennis shasha,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe
6EEC7B47,carl m kadie + robert l rounthwaite + david heckerman + david maxwell chickering + christopher meek,"Dependency networks for inference, collaborative filtering, and data visualization"
NE23558,"w. m. p. van der aalst, a. j. m. m. weijters, and l. maruster",workflow mining: discovering process models from event logs
75970BB5,yunyue zhu + dennis shasha,Efficient elastic burst detection in data streams
7C248338,angela bonifati + serge abiteboul + ioana manolescu + gregory cobena + tova milo,Dynamic XML documents with distribution and replication
7FB2B54B,gurmeet singh manku,Routing networks for distributed hash tables
046F5017,r hes + john j borking,Privacy-Enhancing Technologies: The Path to Anonymity
7AA6AD8E,mariana jbantova + elke a rundensteiner + bin liu + timothy m sutherland,D-CAPE: distributed and self-tuned continuous query processing
7A5F7323,sudipto guha + nick koudas + nitin thaper + piotr indyk,Dynamic multidimensional histograms
NE36400,j. c. mason and d. handscomb,chebyshev polynomials
7D6B28E8,elias pampalk,Speeding Up Music Similarity
80E35D85,michael rexroad + brian f cooper + rocky dunlap + yong yang,Performance of Full Text Search in Structured and Unstructured Peer-to-Peer Systems
7A5234DA,j lawrence carter + mark wegman,Universal classes of hash functions
83549F30,ron avnur + joseph m hellerstein,Eddies: continuously adaptive query processing
70083A04,alon y levy + anand rajaraman + joann j ordille,Querying Heterogeneous Information Sources Using Source Descriptions
NE31352,weblink,human genome database
7D2164FB,yannis kotidis,Snapshot queries: towards data-centric sensor networks
5DBFE63D,sabrina tiun + rosni abdullah + tang enya kong,Automatic Topic Identification Using Ontology Hierarchy
7EBA43F0,ram dantu + armin r mikler + marty oneill + kaja abbas,Data centric modeling of environmental sensor networks
7A1FF5ED,haifeng jiang + hongjun lu + wei wang + jeffrey xu yu,Containment join size estimation: models and methods
815D9E71,stanley y w su + qianhui althea liang,AND/OR Graph and Search Algorithm for Discovering Composite Web Services
012CF2C7,niklas luhmann,"Familiarity, Confidence, Trust: Problems and Alternatives"
NE36794,"m. krishnaprasad, z. hua liu, a. manikutty, j. warner, v",arora: towards an industrial strength
NE35387,weblink,n/a
NE35438,"y. an, a. borgida, and. j. mylopoulos",constructing complex semantic mappings between xml data and
NE35437,information sources,in vldb
NE35436,"s. d. vigias, j. f. naughton, and j. burger",maximizing the output rate of m-way join queries over streaming
NE35435,n. tatbul and s. zdonik,a subset-based load shedding approach for aggregation queries over data streams
NE35434,"n. jain, l. amini, h. andrade, r. king, y. park, p. selo, and c. venkatramani","design, implementation, and evaluation of the linear road benchmark on the stream processing core"
NE35433,"s. helmer, t. westmann, and g. moerkotte",diag-join: an opportunistic join algorithm for 1:n relationships
8123BB63,ravi sandhu + edward j coyne + hal l feinstein + charles e youman,Role-based access control models
77277743,david doermann + daniel dementhon,Video retrieval using spatio-temporal descriptors
NE15992,weblink,n/a
7EDF8560,saikat mukherjee + amarjeet singh + i v ramakrishnan,Bootstrapping semantic annotation for content-rich HTML documents
NE34529,s. arroyo,web service modeling ontology primer
NE34523,s. daswani and a. fisk,gnutella udp extension for scalable searches v0.1
NE34524,limewire,gnutella protocol vo.4
63959776,ralf moller + volker haarslev,RACER System Description
04551B16,michael j franklin + david t liu,The Design of GridDB: A Data-Centric Overlay for the Scientific Grid
5A5B7680,yehoshua sagiv + alon y levy,Queries Independent of Updates
76BF2DBD,andreas eberhart,Ad-hoc invocation of semantic Web services
NE35659,"c. y. c, on high dimensional skylines",in edbt'06
NE35658,"c.-y. c, finding k-dominant skylines in high dimensional space",in sigmod'06
7D6BC541,ali shokoufandeh + sven dickinson + kaleem siddiqi + steven w zucker,Indexing using a spectral encoding of topological structure
7549B8C7,aristides gionis + hector garciamolina + rajeev motwani + mayank bawa,The price of validity in dynamic networks
5AA7DA7E,qingsong yao + aijun an,Characterizing Database User’s Access Patterns
NE35653,weblink,qizx/open
NE35652,d. pedersen,query optimization for olap-xml federations
NE35651,r. ng,exploratory mining and pruning optimizations of constrained association rules
NE35650,m,muralikrishna improved unnesting algorithms for join aggregate sql queries
NE35656,weblink,xsl transformations '(xslt) version 2.0 w3c proposed recommendation 21 november
NE35655,m. ramanath,imax: the big picture of xml dynamic statistics
664DEECB,michael pittarelli + roger cavallo,The Theory of Probabilistic Databases
79B22CA5,lei liu + yu zhu,Optimal randomization for privacy preserving data mining
79127A3A,john f roddick,Schema evolution in database systems: an annotated bibliography
NE15194,edward r tufte,envisioning information
NE19196,h. sakoe and s. chiba,dynamic programming algorithm optimization for spoken word recognition
77797A45,hanan samet + charles b cranston,Efficient position-independent iconic search using an R-theta index
7779588E,christian zimmer + matthias bender + gerhard weikum + sebastian michel + peter triantafillou,Improving collection selection with overlap awareness in P2P search engines
5A42F5A6,gonzalo navarro + mathieu raffinot,A General Practical Approach to Pattern Matching over Ziv-Lempel Compressed Text
NE34019,j. assange,ocaml draws with c in trivial benchmark
NE35546,ilog inc,ilog cplex 8.0 -user's manual
NE35545,p. b. gibbons and y. matias,synopsis data structures for massive data sets (summary
5CF26AD5,rohit ananthakrishna + venkatesh ganti + surajit chaudhuri,Eliminating fuzzy duplicates in data warehouses
NE35012,d. chamberlin,xquery from the experts
NE34380,"b. c. ooi, k. l. tan, and c. yu",fast update and efficient retrieval: an oxymoron on moving object indexes
NE34381,d,papadias and y tao
753E1EFA,franz aurenhammer,Voronoi diagrams—a survey of a fundamental geometric data structure
80719F19,luca maria gambardella + marco dorigo,Ant colony system: a cooperative learning approach to the traveling salesman problem
810791BD,c s helvig + alexander zelikovsky + gabriel robins + c douglass bateman,Provably good routing tree construction with multi-port terminals
5FB7B07E,w bruce croft + jamie callan + stephen m harding,The INQUERY Retrieval System
9.28E+165,eric w weisstein,From MathWorld-A Wolfram Web Resource
7F9C63A2,ying xing + jeonghyon hwang + stan zdonik,Dynamic load distribution in the Borealis stream processor
7C2CB970,jaime g carbonell + jade goldstein,"The use of MMR, diversity-based reranking for reordering documents and producing summaries"
NE29848,"m. carey, d. kossmann",enough already
02C6649A,calton pu + roger barga,Accessing Imprecise Data: An Approach Based on Intervals
NE11293,weblink,t. c. project
08F43B8C,leonard m adleman + michael l dertouzos + ronald l rivest,On data banks and privacy homomorphisms
7F9B7411,stratis d viglas + jeffery f naughton + jaewoo kang,Evaluating window joins over unbounded streams
NE33710,"j. kaha, m. koivunen, e. prud'hommeaux, and r. r. swick",annotea: an open rdf infrastructure for shared web annotations
02E99ABA,walter liebhart + johann eder,The Workflow Activity Model WAMO
76D220AC,yossi matias + phillip b gibbons,New sampling-based summary statistics for improving approximate query answers
80B5C7E3,matthias grossglauser + nick duffield,Trajectory sampling for direct traffic observation
0B74F643,viswanath poosala + yannis ioannidis,Histogram-Based Solutions to Diverse Database Estimation Problems
81450114,d j thomas + william kent + terrence s furey + david haussler + y t lu + angie s hinrichs + krishna m roskin + r j weber + mark diekhans + charles w sugnet + robert baertsch + donna karolchik + marshall z schwartz,The UCSC Genome Browser Database
5EBC2734,gerhard weikum + dirk wodtke,A Formal Foundation for Distributed Workflow Execution Based on State Charts
NE36384,s. chaudhuriand,evaluating top-k selection queries
NE36385,j. chomicki,preference formulas in relational queries; acm tods
NE36386,r. fagin and,optimal aggregation algorithms for middleware
NE36387,weblink,initiative for the evaluation of xml retrieval
NE36388,w. kiessling and,"preference xpath: a query language for e-co,mmerce; in konferenz fur wirtschaftsinformatik"
NE36389,g. koutrika and,rule-based query personalization in digital libraries
04A7309B,irina rish,Efficient reasoning in graphical models
7F9CF036,shinichi kawamoto + george candea + armando fox + yuichi fujiki + greg friedman,Microreboot — A technique for cheap recovery
08B61B5A,m j mcgill + gerard salton,Introduction to Modern Information Retrieval McGraw-Hill
7A9C24A5,j t henderson + a d gordon,An Algorithm for Euclidean Sum of Squares Classification
7D7C7E4B,dejan kostic + adolfo rodriguez + amin vahdat + jeannie albrecht,Bullet: high bandwidth data dissemination using an overlay mesh
800C1515,sally floyd + vern paxson,Wide area traffic: the failure of Poisson modeling
8022E50F,sabine masmann + honghai do + erhard rahm,Matching large XML schemas
79E9B50B,daniele braga + stefano ceri + alessandro campi,XQBE ( XQ uery B y E xample): A visual interface to the standard XML query language
808CF02C,pedro bizarro + shivnath babu,Adaptive Query Processing in the Looking Glass
7A359075,stephen h bryant + jeanfrancois gibrat + thomas madej,Threading a database of protein cores
813EE794,valeria de antonellis + silvana castano,A framework for expressing semantic relationships between multiple information systems for cooperation
7B1CF815,christopher w fraser + jack w davidson,The Design and Application of a Retargetable Peephole Optimizer
7215BE74,don towsley + laurent massoulie + ayalvadi ganesh,The effect of network topology on the spread of epidemics
0585AEF1,imran r mansuri + sunita sarawagi,A system for integrating unstructured data into relational databases
846A3833,luis gravano + panagiotis g ipeirotis + mehran sahami,"Probe, count, and classify: categorizing hidden web databases"
77016EC4,xintao wu + songtao guo,On the use of spectral filtering for privacy preserving data mining
7B1BCDE7,michael stonebraker + jeff anton + eric n hanson,Extending a database system with procedures
5DA41A7C,christopher j matheus + gregory piatetskyshapiro,The Interingness of Deviations
80265C73,fernando pereira + seth kulick + ryan mcdonald + peter s white + scott winters + yang jin,Simple algorithms for complex relation extraction with applications to biomedical IE
0376AF77,panayiotis tsaparas + evimaria terzi,Efficient Algorithms for Sequence Segmentation
7CEE053A,thomas a runkler + james c bezdek,Alternating cluster estimation: a new tool for clustering and function approximation
804DF917,jinyi cai + david j dewitt + yuan wang,X-Diff: an effective change detection algorithm for XML documents
7BEA1245,rakesh agrawal + ramakrishnan srikant + johannes gehrke + alexandre evfimievski,Privacy preserving mining of association rules
7DCAC7DD,jinwen ma + qicai he + weiying ma + huajun zeng + zheng chen,Learning to cluster web search results
5E9A19BB,kingip lin + harpreet singh sawhney + rakesh agrawal + kyuseok shim,"Fast Similarity Search in the Presence of Noise, Scaling, and Translation in Time-Series Databases"
7582D781,curtis e dyreson + christian s jensen + torben bach pedersen,A foundation for capturing and querying complex multidimensional data
7D677129,eugene agichtein + luis gravano,Snowball : extracting relations from large plain-text collections
07D9EF97,lei li + sean bechhofer + ian horrocks + daniele turi,The Instance Store: Description Logic Reasoning with Large Numbers of Individuals
0481E602,t post,Advertiser charged in massive database theft
NE33928,weblink,n/a
807829EC,jiawei han + hong cheng + xifeng yan + dong xin,Mining compressed frequent-pattern sets
05BB068D,janmarco bremer,On Distributing XML Repositories
80CDC13D,joseph m hellerstein + michael stonebraker,Predicate migration: optimizing queries with expensive predicates
NE33922,weblink,galax: an implementation of xquery
781C69A8,allen cypher + steven greenspan + melissa l monty + liam bannon,Evaluation and analysis of users' activity organization
77230FB0,william t vetterling + saul a teukolsky + brian p flannery,Numerical Recipes in FORTRAN; The Art of Scientific Computing
5A3058D1,jose a castellanos + juan d tardos,Mobile Robot Localization and Map Building: A Multisensor Fusion Approach
719DDD6A,christian s jensen + simonas saltenis,Indexing of moving objects for location-based services
80CD122D,neoklis polyzotis + minos garofalakis + yannis ioannidis,Selectivity estimation for XML twigs
8255074B,massimo di matteo + graciela chichilnisky,"Kluwer Academic Publishers,1998"
7A39FFC7,james d myers + deborah a payne + tom valdez + anne schur + kelly a keating + kenneth r yates,Collaborative suites for experiment-oriented scientific research
7F1AC732,david j dewitt + feng tian + yuan wang + jianjun chen,NiagaraCQ: a scalable continuous query system for Internet databases
814F638D,tapas kanungo + andrew tomkins + ratan k guha + david p gibson + sridhar rajagopalan + john a tomlin + anant jhingran + stephen dill + jason yeong zien + daniel gruhl + nadav eiron,SemTag and seeker: bootstrapping the semantic web via automated semantic annotation
7C1155E2,murad s taqqu + stilian stoev,Extremal stochastic integrals: a parallel between max-stable processes and α-stable processes
7A72BEC1,s seshadri + minos garofalakis + kyuseok shim + rajeev rastogi,"Data mining and the Web: past, present and future"
7DE8E9A4,boulat a bash + jeffrey considine + john byers,Approximately uniform random sampling in sensor networks
8097CC2D,amr el abbadi + divyakant agrawal + yileh wu,Applying the golden rule of sampling for query estimation
78D845AE,minghua deng + ting chen + fengzhu sun,Assessment of the reliability of protein-protein interactions and protein function prediction
75E4FAAC,ramez elmasri + shamkant b navathe,Fundamentals of Database Systems
7C177714,david lomet + betty salzberg,Concurrency and recovery for index trees
7E845EF8,alexander bilke + felix naumann,Schema matching using duplicates
7F7C32A0,z morley mao + mike bailey + d g watson + farnam jahanian + evan cooke + danny mcpherson,Toward understanding distributed blackhole placement
7C06BD38,jeonghoon lee + kyounggu woo + myoungho kim + yoonjoon lee,FINDIT: a fast and intelligent subspace clustering algorithm using dimension voting
NE36605,"a. doan, r. ramakrishnan, f. chen, p. derose, y. lee, r. mccann, m. sayyadian, and w. shen",community information management
NE36604,t.dasu and t. johnson,exploratory data mining and data quality wiley
NE36607,"n. koudas, s. sarawagi, and d. srivastava",record linkage: similarity measures and algorithms (tutorial
NE36606,"r. holzer, b. malin, and l. sweeny",email alias detection using network analysis
NE36601,e. j. stollttitz,wavelets for computer graphics: theory and applications
NE36600,"n. d. sidiropoulos, r. bro",mathematical programming algorithms for regression-based non-linear filtering
NE36603,h. wu,online event driven subsequence matching over financial data streams
NE36602,r. weber,a quantitative analysis
7B9CDF4C,matthias schunter + gunter karjoth + satoshi hada + paul ashley,E-P3P privacy policies and privacy authorization
NE36609,m. weis and f. naumann,dogmatix tracks down duplicates
80E51092,aristides gionis + dan klein + taher h haveliwala + piotr indyk,Evaluating strategies for similarity search on the web
7D2F8F55,usman roshan + inderjit s dhillon + edward m marcotte,Diametrical clustering for identifying anti-correlated gene clusters
7E62FF1A,chalermek intanagonwiwat + fabio silva + ramesh govindan + john heidemann + deborah estrin,Directed diffusion for wireless sensor networking
NE33549,"u. guentzer, w. balke, and w. kiessling",optimizing multi-feature queries in image databases
NE34264,r. huebsch,the architecture of pier: an internet-scale query processor
NE34261,k. gummadi,the impact of dht routing geometry on resilience and proximity
NE34263,r. huebsch and s. jeffery,freddies:dht-based adaptive query processing via federated eddies
NE34262,m. harren,complex queries
7E112D20,r h baayen,Word frequency distributions
7F263F18,hong lu + beng chin ooi + xiangyang xue + heng tao shen,Hierarchical Indexing Structure for Efficient Similarity Search in Video Retrieval
7F86C950,sungwon jung + sakti pramanik,HiTi graph model of topographical road maps in navigation systems
589D067E,v chvaital,A Greedy Heuristic for the Set-Covering Problem
NE14967,"a. termier, m.-c. rousset, and m. sebag",dryade: a new approach for discovering closed frequent trees in heterogeneous tree databases
5C106A12,charu c aggarwal + philip s yu,A Condensation Approach to Privacy Preserving Data Mining
7E6A2AF2,david avant + yashodhan warke + f sena arpinar + clemens bertram + boanerges alemanmeza + i budak arpinar + krys j kochut + cartic ramakrishanan + chris halaschek + kemafar anyanwu + amit p sheth,Semantic Association Identification and Knowledge Discovery for National Security Applications
066F2229,arthur kaufmann + barbara a eckman,Querying BLAST within a Data Federation
7EB14784,usama fayyad + jeff bernhardt + surajit chaudhuri,Scalable classification over SQL databases
05E0DB08,edwin kalischnig,RFID: Making sense of sensor-based technology
6E811732,michael pazzani + koji miyahara,Collaborative Filtering with the Simple Bayesian Classifier
7F44EC05,william w cohen + raymond j mooney + pradeep ravikumar + mikhail bilenko + stephen e fienberg,Adaptive name matching in information integration
7E007654,xinsheng peng + kathleen swigger + robert brazile,Extending XML document projection for data integration
6AF32AC9,qiong luo + chun yi choi,Template-Based Runtime Invalidation for Database-Generated Web Contents
7D3D7B7E,karl aberer + manfred hauswirth + philippe cudremauroux,The chatty web: emergent semantics through gossiping
06739B58,stephen d bay,The UCI KDD repository
77448247,daniel pinkel + ajay n jain + richard segraves + donna g albertson + antoine m snijders + taku tokuyasu,Fully Automatic Quantification of Microarray Image Data
8025345E,daniel barbara,Mobile computing and databases-a survey
597D8C3C,david sankoff + joseph b kruskal,"Time warps, string edits, and macromolecules : the theory and practice of sequence comparison"
59D0A42D,soumen chakrabarti,Mining the Web: Discovering Knowledge from HyperText Data
5AA5CDEE,david j dewitt + hongtai chou,An evaluation of buffer management strategies for relational database systems
NE32634,"laks v. s. lakshmanan, p. jian, y. zhao",qc-trees: an efficient summary structure for semantic olap
NE32636,"w. wang, j. feng, h. lu, j. yu",condensed cube: an effective approach to reducing data cube size
5AD2BC9B,arnd christian konig,Query estimation techniques in database systems
763E658B,zhiyong huang + d l lin + bo huang + y h song + huibo lu + hongga li,ITQS: an integrated transport query system
79F588FF,jonathan t foote,An overview of audio information retrieval
7D5CA8BF,eugene agichtein + luis gravano + pranay jain + panagiotis g ipeirotis,To search or to crawl?: towards a query optimizer for text-centric tasks
5BB05E82,rakesh agrawal + ramakrishnan srikant + quoc vu,Mining Association Rules with Item Constraints
7248E5E2,s r kumar + mandar mitra + weijing zhu + ramin zabih + jing huang,Image indexing using color correlograms
76D72CA1,schahram dustdar + rainer anzbock,Modeling and implementing medical web services
7-Feb-55,selim aksoy + robert m haralick,Probabilistic vs. geometric similarity measures for image retrieval
78454FBA,siuming yiu + t w lam + kunihiko sadakane + wingkin sung,A Space and Time Efficient Algorithm for Constructing Compressed Suffix Arrays
5D0BD14D,fereidoon sadri + subbu n subramanian + laks v s lakshmanan,On Efficiently Implementing SchemaSQL on an SQL Database System
088DBA10,c j date + hugh darwen,Into the great divide
7E4D4FF5,goetz graefe,Sorting And Indexing With Partitioned B-Trees
NE36301,"s. pal, i. cseri, o. seeliger, m. rys, g. schaller, w. yu, d. tomic, a. baras, b. berg, d. churin, e",kogan: xquery implementation in a relational database system
5866D921,john c shafer + rakesh agrawal + manish mehta,SPRINT: A Scalable Parallel Classifier for Data Mining
7E02A14F,enriquillo valdez + kenneth j goldman,Matchbox: secure data sharing
77F68273,henry m levy + anna r karlin + michael j feeley + w e morgan + e p pighin + chandramohan a thekkath,Implementing global memory management in a workstation cluster
7C5DA214,ellen voorhees,The TREC-8 Question Answering Track Report
7CC6D125,patrick bosc + m galibourg,Indexing principles for a fuzzy data base
58EC5529,karwing edward lor,A Network Diagnostic Expert System for Acculink Multiplexers Based on a General Network Diagnostic Scheme
7FC7BBC6,david maier + laura bright,Deriving and managing data products in an environmental observation and forecasting system
7E5AE309,jeffrey scott vitter,Random sampling with a reservoir
7527FE4D,s kullback + r a leibler,On Information and Sufficiency
7932BF66,guy m lohman,Grammar-like functional rules for representing query optimization alternatives
8159EAAE,sergio ilarri + arantza illarramendi + eduardo mena,Location-dependent queries in mobile contexts: distributed processing using mobile agents
805D2239,ling liu + bugra gedik,PeerCQ: a decentralized and self-configuring peer-to-peer information monitoring system
7E469BE7,limsoon wong + leonid libkin,Semantic representations and query languages for or-sets
5AFAFA3F,kilian stoffel + thomas studer,Provable Data Privacy
816C2F93,eric lambrecht + zaiqing nie + subbarao kambhampati + ullas nambiar + gnanaprakasam senthil,Optimizing Recursive Information Gathering Plans in EMERAC
80E72EEC,jef wijsen,Condensed Representation of Database Repairs for Consistent Query Answering
7C59B343,zhihong lu + w bruce croft + james p callan,Searching distributed collections with inference networks
7FE52CF8,norio katayama + shinichi satoh,The SR-tree: an index structure for high-dimensional nearest neighbor queries
7BE99A9D,vivek narasayya + surajit chaudhuri + gautam das,"A robust, optimization-based approach for approximate answering of aggregate queries"
7E6825D1,laurent amsaleg + tolga urhan + michael j franklin,Cost-based query scrambling for initial delays
NE36039,v. gudivada,string: a geometry-based representation for efficient and effective retrieval of images by spatial similarity
7B2ADB6D,serge abiteboul + paris c kanellakis + gosta grahne,On the representation and querying of sets of possible worlds
7297FD66,nick roussopoulos + zhexuan song,SEB-tree: An Approach to Index Continuously Moving Objects
NE36031,"d. arkoumanis, m. terrovitis, and e. stamatogiannakis",heuristic algorithms for similar configuration retrieval in spatial databases
NE36037,c. faloutsos and w. rego,tri-cell-a data structure for spatial objects
7CF9015D,vanja josifovski + marcus fontoura + ziv baryossef,Buffering in query evaluation over XML streams
7C72CEC1,claude delobel + jerǒme simeon + sophie cluet + katarzyna smaga,Your mediators need data conversion!
80C5274C,kenneth a ross + jun rao,Making B+- trees cache conscious in main memory
7D9092E0,kaushik chakrabarti + sharad mehrotra,The hybrid tree: an index structure for high dimensional feature spaces
797B9A25,won yong kim,On Database Technology for US Homeland Security
7DF6D6DE,ahmed metwally + a el abbadi + dharma p agrawal + nagender bandi,TCAM-conscious Algorithms for Data Streams
7BAB2D13,donald e knuth,The art of programming
7C9F4F4A,christos faloutsos,Multiattribute hashing using Gray codes
7ED9286B,seibi chiba + hiroaki sakoe,Dynamic programming algorithm optimization for spoken word recognition
7F9F7355,maurice van keulen + marko smiljanic + willem jonker,Formalizing the XML schema matching problem as a constraint optimization problem
NE35983,a. v. oppenheim and a. s. wilsky,signals and systems
7CE1777E,mark a sheldon + bienvenido velez + ron weiss,HyPursuit: a hierarchical network search engine that exploits content-link hypertext clustering
7D0EEE54,michael a bender + erik d demaine + martin farachcolton,Cache-oblivious B-trees
7D514A05,piotr sztompka,Trust : a sociological theory
7AB99336,jan o pedersen + david a hull + hinrich schutze,A comparison of classifiers and document representations for the routing problem
09E7EE61,stephan kepser,A Simple Proof for the Turing-Completeness of XSLT and XQuery
80ADCDE2,gene myers + udi manber,Suffix arrays: a new method for on-line string searches
7C504F77,jiawei han + alex pang + raymond t ng + laks v s lakshmanan,Exploratory mining and pruning optimizations of constrained associations rules
7D91A4E7,michelangelo ceci + margherita berardi + donato malerba + annalisa appice,Mining and filtering multi-level spatial association rules with ares
812EE227,michael flaster + rajeev rastogi + philip bohannon + wenfei fan,A cost-based model and effective heuristic for repairing constraints by value modification
NE35985,k. thearling,data mining and privacy: a conflict in making
789D5AC7,richard t snodgrass + i lopez + bongki moon,Spatiotemporal aggregate computation: a survey
814EB340,susan b davidson + peter buneman + wang chiew tan + carmem s hara + wenfei fan,Reasoning about Keys for XML
7E9647F7,cees g m snoek + marcel worring,Multimedia event-based video indexing using time intervals
NE35419,c. yu,progressive knn search using b+-trees
NE35412,x. heetal,tensor subspace analysis
5A3AB9EB,christian zimmer + matthias bender + gerhard weikum + sebastian michel + frank leymann + wolffried stucky + peter c lockemann + gottfried vossen,The MINERVA Project: Database Selection in the Context of P2P Search
NE35414,h. v. jagadish,idistance: an adaptive b+-tree based indexing method for nearest neighbor search
NE35416,king-ip lin,the tv-tree: an index structure for highdimensional data
8082EA6B,weiho tsai + hsinmin wang,Automatic singer recognition of popular music recordings via estimation and modeling of solo vocal signals
7D93BCAF,boulos harb + sudipto guha,Wavelet synopsis for data streams: minimizing non-euclidean error
NE35284,"h. qu, a. labrinidis, and d. mosse",transaction management in web-database systems
77793EF2,jungmu tang + paul andrew moskowitz + moninder singh + sastry s duri + marco o gruteser + jeffrey g elliott + xuan liu + ronald perez,Data protection and data sharing in telematics
68FF8B03,aameek singh + ling liu + todd miller + mudhakar srivatsa,Apoidea: A Decentralized Peer-to-Peer Architecture for Crawling the World Wide Web
5F64DD32,joachim w schmidt + mike papazoglou + klaus pohl + matthias jarke + florian matthes + carson c woo + eric dubois + john mylopoulos + giorgio de michelis + eric yu,Cooperative Information Systems: A Manifesto
5F9EE00A,kevin p shanahan + michael j freedman,Locality Prediction for Oblivious Clients
811F42B7,sheila mcilraith + srini narayanan,"Simulation, verification and automated composition of web services"
NE35674,g. frahling and c. sohier,coresets in dynamic geometric data streams
NE35676,c. holden,sound sightings
7E998A14,kien a hua + ning yu + danzhou liu,Query Decomposition: A Multiple Neighborhood Approach to Relevance Feedback Processing in Content-based Image Retrieval
781D2440,karsten riis + dennis pedersen + torben bach pedersen,Query optimization for OLAP-XML federations
7B2E5EC6,lawrence page + sergey brin,The anatomy of a large-scale hypertextual Web search engine
827A2E83,zaiqing nie,MINING AND USING COVERAGE AND OVERLAP STATISTICS FOR DATA INTEGRATION
5A6A9E26,glenn s iwerks + ken smith + hanan samet,Continuous K-nearest neighbor queries for continuously moving points with updates
80685A97,betty salzberg + david lomet,Access methods for multiversion data
0C4FD818,rema padman + stephen f roehrig + george t duncan + stephen e fienberg + ramayya krishnan,Disclosure Limitation Methods and Information Loss for Tabular Data
80DF6FEA,joel welling + kwanliu ma + hongfeng yu,A Parallel Visualization Pipeline for Terascale Earthquake Simulations
065BB680,leonidas fegaras + yinghui wang + ranjan dash,A Fully Pipelined XQuery Processor
7F40DFB2,monica scannapieco + roberto baldoni + antonino virgillito + massimo mecella + carlo marchetti,The DaQuinCIS architecture: a platform for exchanging and improving data quality in cooperative information systems
054A9A45,matt welsh + margo seltzer + m roussoupolos + jonathan ledlie + jeffrey shneidman + peter r pietzuch,Service Placement in Stream-Based Overlay Networks
45820,scott fortin,The Graph Isomorphism Problem
7D51529B,subhabrata sen + yin zhang + balachander krishnamurthy + yan chen,"Sketch-based change detection: methods, evaluation, and applications"
814D7316,dimitris papadias + jun zhang + nikos mamoulis + yufei tao,Query processing in spatial network databases
7BF3C90E,asaf levin + yuval shavitt + eli brosh,Approximation and heuristic algorithms for minimum-delay application-layer multicast trees
NE29862,"jagannathan srinivasan, ravi murthy, seema sundara, nipun agarwal, samuel defazio",extensible indexing: a framework for integrating domain-specific indexing schemes into oracle8i
